book,author,publisher,price,detail
 SolidWorks 2022完全实战技术手册 超值赠送： 92个视频文件，长达19小时 大量相关素材文件，容量高达13GB,黄建峰,清华大学出版社,¥74.20,基础部分：草图相关、空间曲线、实体特征、曲面特征、机构动画、有限元等。 案例包括：草图绘制、装配设计、工程图、静应力分析、机械设计、插件应用等。
 人月神话（纪念典藏版） 长销半个世纪的传奇经典，被引频次无出其右的软工神话。缅怀大师布鲁克斯，纪念典藏版，软件开发人员、软件项目经理、系统分析师等IT从业者必藏之软工圣经！,小弗雷德里克·P.布鲁克斯,清华大学出版社,¥73.50,畅销业界48年的传奇经典 被引频次最高的软工神话 本书为复杂项目管理提供了极具洞察力的见解、发人深省的观点以及大量的软件工程实践。 直至今天，《人月神话》依然活跃在软件开发各个领域的话题中！
 中文版Photoshop 2022从入门到精通（微课视频 全彩版）ps入门书籍 PS教程教材 摄影后期 图片后期 调色 PS2022新版，Adobe专家升级畅销书，手机扫码看421集PS视频教程+配套源文件，赠本书实例素材及其他实用设计素材、各种设计宝典及速查手册、PPT课件等,唯美世界,水利水电出版社,¥97.80,本书系统讲解了 Photoshop 2022 软件入门的知识和抠图、修图、调色、合成、特效等核心技术，以及 Photoshop 在平面设计、数码照片处理、电商美工、网页设计、UI设计、手绘插画、 服装设计、室内设计、建筑设计、园林景观设计、创意设计等方面的综合应用，是一本 Photoshop 完全自学教程、视频教程。 该书实例案例效果精美、内容全面、由浅入深、讲解详尽，从基础知识、中小实例到实战案例，逐层深入，逐步拓展，零基础的读者也能够轻松学会。 为了让读者朋友高效学习，每种书都专门制作了大量的同步视频，读者可以通过手机扫码和PC下载等多种方式观看。看百遍不如动手操作一遍，每种书还附带了几乎所有实例的素材源文件，读者可以对照图书或者视频的讲解进行练习操作。 为了便于深度和广度拓展，每种书还附赠了大量的学习资源，如本书赠送了配色宝典
 小学生C++趣味编程（第二版） 全新升级！全彩印刷，还原真实编程环境；视频讲解，培养自主学习能力。,潘洪波,清华大学出版社,¥74.20,《小学生C 趣味编程（第二版）》是《小学生C 趣味编程》的升级版，全彩印刷，还原真实编程环境；视频讲解，培养自主学习能力。本书定位准确、概念清晰、深入浅出生动有趣，取舍合理，是一本经典的入门教材，适合于小学生四年级及以上或初学者学习使用。
 深度学习 人工智能算法，机器学习奠基之作，AI圣经 AI圣经 deep learning中文版 2018年图灵奖获奖者作品 业内人称“花书” 人工智能机器学习深度学习领域奠基性经典畅销书,Goodfellow,人民邮电出版社,¥168.00,AI圣经！深度学习领域奠基性的经典畅销书！长期位居美国亚马逊AI和机器学习类图书榜首！所有数据科学家和机器学习从业者的图书！特斯拉CEO埃隆 马斯克等国内外众多专家推荐！ 深度学习是机器学习的一个分支，它能够使计算机通过层次概念来学习经验和理解世界。因为计算机能够从经验中获取知识，所以不需要人类来形式化地定义计算机需要的所有知识。层次概念允许计算机通过构造简单的概念来学习复杂的概念，而这些分层的图结构将具有很深的层次。本书会介绍深度学习领域的许多主题。 本书囊括了数学及相关概念的背景知识，包括线性代数、概率论、信息论、数值优化以及机器学习中的相关内容。同时，它还介绍了工业界中实践者用到的深度学习技术，包括深度前馈网络、正则化、优化算法、卷积网络、序列建模和实践方法等，并且调研了诸如自
 人工智能：现代方法（第4版）（上下册） 系统性总结人工智能的方方面面，国际人工智能领域专家斯图尔特·罗素撰写人工智能百科书，时隔十年重磅更新，被全球全球1500多所学校采用的经典教材,斯图尔特·罗素,人民邮电出版社,¥198.00,1.全球1500多所学校采用的教材，国内众多高校选用。 2.配备丰富的教学资源，解决教师授课后顾之忧。 3.配套网站提供多种语言版本源代码，满足不同编程语言使用者的自学需要。 4.程序员入门人工智能领域的推荐书籍。
 剪映短视频剪辑从入门到精通：调色+特效+字幕+配音 影视剪辑技巧 视频拍摄 视频制作 卡点配音 音频处理 后期特效 滤镜调色 转场 字幕 分屏,龙飞,化学工业出版社,¥78.00,让视频剪辑，变得简单，变得可玩性更高！ 比Premiere、Final Cut操作，更为快捷！ 15 种剪辑技巧，随心所欲剪出片段 9种 网红 调色，调出心动的高级感 9种特效效果，成就后期高手之路 16种字幕效果，让视频更专业有范 15种配音技巧，让短视频更有灵魂 6款视频综合实战，剪出影视级大片 本书从剪映App的5个剪辑要点和6个综合案例展开，具体内容包括剪辑技巧、 网红 调色、特效效果、字幕效果、配音技巧，《秀美河山》《文艺短片》《卡点九宫格》《动感爱心》《漫画变身》《片头切换》综合案例流程解析等11大专题。 （1）剪辑技巧：剪映的操作界面非常简洁，但功能强大，几乎能帮助用户完成短视频的所有剪辑需求。本章主要介绍剪映的操作界面和一些功能的使用方法。 （2） 网红 调色：短视频的色调也是影响短视频观感的一个重要因素。本章主要介绍了9 种
 Python编程三剑客第3版：Python编程从入门到实践第3版+快速上手第2版+极客项目编程（当当套装共3册） Python编程入门好书，自学利器，数据分析、网络爬虫、机器学习、深度学习基础，基于Python 3.11升级，附赠配套视频、源代码、PPT课件、速查地图、学习路线图等资源,埃里克·马瑟斯,人民邮电出版社,¥267.80,《Python编程 从入门到实践 第3版》 编程入门就选蟒蛇书！ 【专业】Python入门好书，常居Amazon等编程类图书TOP榜 【热销】热销全球，以12个语种发行，影响超过 250 万读者 【口碑】好评如潮，第2版豆瓣评分 9.2，Amazon 4.7 星评 【升级】代码基于Python3.11升级，涵盖语言新特性 【资源丰富】随书代码 PPT课件 配套视频 速查手册 【自学利器】零基础书籍，自学轻松，附赠学习路线图 【品质提升】精雕细琢，邀请20位一线开发人员审读全书 学完蟒蛇书，你能打下坚实的编程基础、习得良好的编程习惯，更会构建让自己终身受益的计算思维，而这也是AIGC时代与AI共生的基本技能。 《Python编程快速上手 让繁琐工作自动化 第2版》 1.从零开始学习Python编程，让繁琐工作自动化，无需编程经验。 2.更新版全面升级，第1版累计销售近20w册，并更新项目代码。 3.通过本书，你将可以
 大话设计模式【Java溢彩加强版】 程杰作品。畅销15年的超级IT原创书焕然上市。全彩印刷，JAVA设计模式与面向对象观念同步养成。,程杰,清华大学出版社,¥129.00,《大话设计模式【Java溢彩加强版】》延续了前作轻松调侃的风格，采用了师生对话的方式展开讨论，其中穿插了大量 接地气 的类比案例，帮助大家迅速 开窍 ，作者精心将本书图表制作成彩色三维形式，阅读起来你会发现，不仅仅是养眼，对一些流程、概念的解说，用彩色三维图表更为精准，学习体验有了质变。
 计算广告：互联网商业变现的市场与技术（第3版） 计算广告学教程，在线广告变现实用指南讲解计算广告与互联网变现秘密的专业图书升级版，北冥乘海生刘鹏老师力作众多互联网公司管理层与创业者联袂推荐的好书,刘鹏,人民邮电出版社,¥99.80,本书是计算广告领域受大家认可的作品。 本书第1版和第2版出版以后，获得的业界反响超乎了我们的想象。实际上，本书已经广泛被互联网公司采用，作为商业化相关部门的培训教程，甚至还成了某大公司商业化部门年会时的 阳光普照奖 奖品。 经过一段时间的补充与修订，我们向读者奉上这次的新版。新版新增了竞价广告的产品脉络、计算分工带来的产品方向的演进，以及智能投放的产品原理。 希望本书能帮助读者深入了解互联网流量与数据变现，洞察互联网增长与财富的秘密，搭建商业化与获客的产品技术体系。 对以下读者，我们相信本书值得一读： ● 互联网公司的商业化、大数据和用户增长部门的朋友； ● 传统广告与数字广告从业者； ● 对推荐、大数据、人工智能技术的应用有兴趣者； ● 转型中的传统企业和创业公司的战略决策者； ● 计算机
 启示录：打造用户喜爱的产品 ,Marty,华中科技大学出版社,¥39.20,如何打造用户喜爱的产品？ 无论是产品经理，还是产品设计师；无论是蓄势待发的创业型公司，还是一筹莫展的大企业，大家都在思考这个问题。 怎样打造用户喜爱的产品？ 好产品具备三个基本条件：价值、可用性、可行性，三者缺一不可。 如何挑选有潜力的产品？ 如何证明产品设计符合用户需求？ 如何确认产品设计满足三个基本条件？ 如何运用敏捷方法管理产品？ 如何协调公司高管、客户、营销人员、开发人员、设计师的要求和意见？ Marty Cagan总结20余年软件产品管理经验，直指产品研发流程存在的弊病，为产品经理答疑解惑、指点迷津。
